Absolute Path,Best Solution Raw
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID36.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID34.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID2.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID32.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID21.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID46.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID19.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID16.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID43.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID41.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID28.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID1.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID3.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID23.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID27.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID26.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID25.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID29.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID33.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID35.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID49.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID47.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/256/DRL_4_ID6.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID78.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID27.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID9.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID63.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID48.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID11.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID96.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID80.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID56.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID95.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID21.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID12.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID79.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID42.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID70.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID20.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID53.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID52.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID94.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID71.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID32.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID34.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID66.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID44.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID31.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID18.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID85.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID97.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID49.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID50.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID87.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID93.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID1.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID22.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID14.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID74.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID86.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID30.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID28.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID16.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID64.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID88.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID33.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID29.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID6.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID92.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID7.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID51.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID24.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID3.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID82.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID60.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID25.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID54.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID2.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID43.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID26.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID98.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID39.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID8.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID69.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID91.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID67.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID84.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID35.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID0.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID4.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID75.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID65.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID58.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID36.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID59.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID37.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID46.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID83.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID40.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID10.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID90.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID62.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID47.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID15.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID45.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID73.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID76.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID55.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID68.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID89.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID13.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID77.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID81.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID38.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID17.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID5.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID61.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID41.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID72.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID19.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID57.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID99.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/2401/DRL_7_ID23.txt,ERROR: Model too large for size-limited license; visit https://gurobi.com/unrestricted for more information
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID723.txt,0101101101010000010111111000101111010110011111100010111101111001110010011011101011
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID451.txt,0011111000000110010101011001101100001010101001011000001111101100011001101001111100
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID608.txt,0101110000111110001011110001011011110001101101011011101101100000000101111010111110
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID503.txt,0100011001011010101110000001101101011111000101110010011011111100111011000110100110
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID531.txt,0110011011010101010011010000010110111011010000110101110010011000010101100110101000
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID410.txt,0001001101111111110010100010001111011000010010101010110000011001110111101010101001
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID645.txt,0001001011001101011101010111111000001001100000100110110010100010011110100010010001
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID581.txt,0111111111100110000010101001011010110110001101110001000101101001001010111011100111
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID733.txt,0001011100101101111001010000110000000111010111100100101101110110010000000111100111
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID54.txt,0010110100101011010001000110110000001110110001100100101111001000000011001000000100
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID987.txt,0011001101101000000011110110001010101000011111100010011111010010000100110000101111
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID390.txt,0011111011110001010110100110111111010011011000011100000101110110110011111111010001
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID896.txt,0011110101000001111011100001011100100100101111000101011010011110000011000111000110
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID413.txt,0100100101110001001101000100000111101001110100011110011101011000010100011101100001
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID921.txt,0111111110110011111111011001000110110000101001010010010011101010011100000010011111
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID189.txt,0011101001011100011110100110101001111100100110101011010010111110001011100000010101
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID662.txt,0000101100100101110001000100100100101011001110011000000110100010101101001010011100
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID558.txt,0010110000101001011100001101010110000110111010110101000110101011011011010110100000
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID56.txt,0011111011110111011010011111100111000101001011101010001011110101100001011110101010
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID928.txt,0111010100000011110011010111100011001000100101000010000110110010010101001000001000
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID734.txt,0001000110001111110100111101001101000101010010110010010010001001011101110011000001
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID892.txt,0010011010111111101111011110111100010010101011010100001001011110011100011010011100
/home/garrett/coding/Ising_Model_Instances/data/4D/DRL/81/DRL_3_ID866.txt,0011010010010011100011100110110010011101010100111100011111101101010101111110010111
